1231972	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232422	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231942	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231897	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231642	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232617	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233217	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233097	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232392	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231417	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232122	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232842	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233292	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231447	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232647	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231267	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231522	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232767	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231492	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233022	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232872	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233082	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231222	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232797	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1231867	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233247	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231297	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232167	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231747	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231192	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233142	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232197	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232947	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233322	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231372	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232092	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1232542	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232347	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232887	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231717	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231672	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1231282	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233067	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232317	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1232407	truth,union,best,rand_best1,solo_lfmm,solo_rda	intersect3|solo_emmax
1232692	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233112	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232662	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231732	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232857	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232242	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda	solo_emmax
1232497	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232917	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232992	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1231342	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231792	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231912	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232272	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232572	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231567	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231597	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231762	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232782	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231162	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232722	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231117	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231462	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231822	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232017	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232587	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231147	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231237	truth,union,best,rand_best1,solo_lfmm,solo_rda	intersect3|solo_emmax
1232047	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233172	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232467	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232362	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232812	truth,union,best,rand_best1,solo_lfmm,solo_rda	intersect3|solo_emmax
1231537	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232632	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233307	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231432	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda	solo_emmax
1231987	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232137	truth,union,best,rand_best1,solo_lfmm,solo_rda	intersect3|solo_emmax
1231507	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231807	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232437	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233007	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232257	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231957	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232707	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231312	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232212	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231207	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231357	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232557	truth,union,best,rand_best1,solo_lfmm,solo_rda	intersect3|solo_emmax
1232182	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232332	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233232	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231687	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233037	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233262	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233337	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231582	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231657	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232962	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231132	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231882	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232482	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1232107	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232932	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1232512	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232737	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231387	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232032	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233187	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231612	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
1232062	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1232287	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1231837	truth,union,best,intersect3,rand_best1,solo_lfmm,solo_rda,solo_emmax	none
1233157	truth,union,best,rand_best1,solo_lfmm,solo_rda,solo_emmax	intersect3
